pin,slack
Quad_1/QuadXface_3/Latch1Reg[7]:CLK,
Quad_1/QuadXface_3/Latch1Reg[7]:D,15287
Quad_1/QuadXface_3/Latch1Reg[7]:EN,13858
Quad_1/QuadXface_3/Latch1Reg[7]:Q,
MDTTop_2/Delay_cry[10]:B,5736
MDTTop_2/Delay_cry[10]:FCI,5556
MDTTop_2/Delay_cry[10]:FCO,5556
MDTTop_2/Delay_cry[10]:S,5575
DIO8_1/OutputShiftRegister[15]:CLK,
DIO8_1/OutputShiftRegister[15]:D,8574
DIO8_1/OutputShiftRegister[15]:EN,6623
DIO8_1/OutputShiftRegister[15]:Q,
Analog_1/StateMach_1/StateMachine.intWriteConversion_2_f0:A,14317
Analog_1/StateMach_1/StateMachine.intWriteConversion_2_f0:B,14207
Analog_1/StateMach_1/StateMachine.intWriteConversion_2_f0:C,10782
Analog_1/StateMach_1/StateMachine.intWriteConversion_2_f0:Y,10782
MDTTop_2/CountRA_cry[15]:B,5735
MDTTop_2/CountRA_cry[15]:FCI,5442
MDTTop_2/CountRA_cry[15]:FCO,5442
MDTTop_2/CountRA_cry[15]:S,5480
MDTTop_1/State_nss_i_i_0[0]:A,3540
MDTTop_1/State_nss_i_i_0[0]:B,2287
MDTTop_1/State_nss_i_i_0[0]:C,-6217
MDTTop_1/State_nss_i_i_0[0]:D,3282
MDTTop_1/State_nss_i_i_0[0]:Y,-6217
MDTTop_1/MDTPosition[19]:CLK,
MDTTop_1/MDTPosition[19]:D,5442
MDTTop_1/MDTPosition[19]:EN,5602
MDTTop_1/MDTPosition[19]:Q,
DIO8_1/D8OutputReg0[14]:ALn,-4495
DIO8_1/D8OutputReg0[14]:CLK,12185
DIO8_1/D8OutputReg0[14]:D,
DIO8_1/D8OutputReg0[14]:EN,-9145
DIO8_1/D8OutputReg0[14]:Q,12185
ExpModLED_1/m51_i_a2_0:A,13163
ExpModLED_1/m51_i_a2_0:B,13038
ExpModLED_1/m51_i_a2_0:C,12834
ExpModLED_1/m51_i_a2_0:Y,12834
Quad_1/QuadXface_5/un3_capturehomecounts_0_a2:A,12119
Quad_1/QuadXface_5/un3_capturehomecounts_0_a2:B,13331
Quad_1/QuadXface_5/un3_capturehomecounts_0_a2:C,10633
Quad_1/QuadXface_5/un3_capturehomecounts_0_a2:D,10771
Quad_1/QuadXface_5/un3_capturehomecounts_0_a2:Y,10633
Quad_1/QuadXface_4/Latch0Reg[14]:CLK,
Quad_1/QuadXface_4/Latch0Reg[14]:D,15287
Quad_1/QuadXface_4/Latch0Reg[14]:EN,13858
Quad_1/QuadXface_4/Latch0Reg[14]:Q,
SSITop_1/un11_delaycounter_0_I_27:A,13017
SSITop_1/un11_delaycounter_0_I_27:B,11617
SSITop_1/un11_delaycounter_0_I_27:C,11527
SSITop_1/un11_delaycounter_0_I_27:D,12622
SSITop_1/un11_delaycounter_0_I_27:FCI,11476
SSITop_1/un11_delaycounter_0_I_27:FCO,11476
Quad_1/QuadXface_2/QuadCount[4]:CLK,10758
Quad_1/QuadXface_2/QuadCount[4]:D,10893
Quad_1/QuadXface_2/QuadCount[4]:Q,10758
Quad_1/QuadXface_2/QuadCount[4]:SLn,11847
Quad_1/QuadXface_3/HomeReg[6]:CLK,
Quad_1/QuadXface_3/HomeReg[6]:D,15287
Quad_1/QuadXface_3/HomeReg[6]:EN,15120
Quad_1/QuadXface_3/HomeReg[6]:Q,
Quad_1/QuadXface_1/QuadCount[12]:CLK,9743
Quad_1/QuadXface_1/QuadCount[12]:D,10745
Quad_1/QuadXface_1/QuadCount[12]:Q,9743
Quad_1/QuadXface_1/QuadCount[12]:SLn,11847
DiscID_1/discoverIdDataOut_1_1[12]:A,13066
DiscID_1/discoverIdDataOut_1_1[12]:B,12938
DiscID_1/discoverIdDataOut_1_1[12]:C,9137
DiscID_1/discoverIdDataOut_1_1[12]:D,
DiscID_1/discoverIdDataOut_1_1[12]:Y,9137
ClkCtrl_1/PowerUp:ALn,
ClkCtrl_1/PowerUp:CLK,11767
ClkCtrl_1/PowerUp:D,14223
ClkCtrl_1/PowerUp:Q,11767
WD_TICKLE_ibuf/U0/U_IOINFF:A,
WD_TICKLE_ibuf/U0/U_IOINFF:Y,
CtrlOut_1/ShiftEnable:CLK,13945
CtrlOut_1/ShiftEnable:D,12922
CtrlOut_1/ShiftEnable:EN,11011
CtrlOut_1/ShiftEnable:Q,13945
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_4_3:A,10779
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_4_3:B,10662
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_4_3:C,10623
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_4_3:D,10543
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_4_3:Y,10543
MDTTop_2/CountRA_cry[11]:B,5659
MDTTop_2/CountRA_cry[11]:FCI,5442
MDTTop_2/CountRA_cry[11]:FCO,5442
MDTTop_2/CountRA_cry[11]:S,5556
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[13]:CLK,12000
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[13]:D,15326
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[13]:EN,7490
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[13]:Q,12000
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[13]:SLn,9714
SSITop_1/un2_ssibinaryanalog:A,14376
SSITop_1/un2_ssibinaryanalog:B,14332
SSITop_1/un2_ssibinaryanalog:C,14281
SSITop_1/un2_ssibinaryanalog:Y,14281
Quad_1/QuadXface_5/QuadCount_RNIKFGQ8[13]:A,14088
Quad_1/QuadXface_5/QuadCount_RNIKFGQ8[13]:B,10935
Quad_1/QuadXface_5/QuadCount_RNIKFGQ8[13]:C,13890
Quad_1/QuadXface_5/QuadCount_RNIKFGQ8[13]:FCI,10688
Quad_1/QuadXface_5/QuadCount_RNIKFGQ8[13]:FCO,10688
Quad_1/QuadXface_5/QuadCount_RNIKFGQ8[13]:S,10726
Quad_1/QuadXface_5/Latch1Reg[11]:CLK,
Quad_1/QuadXface_5/Latch1Reg[11]:D,15287
Quad_1/QuadXface_5/Latch1Reg[11]:EN,13858
Quad_1/QuadXface_5/Latch1Reg[11]:Q,
DiscID_1/discoverIdDataOut_1[12]:A,9137
DiscID_1/discoverIdDataOut_1[12]:B,14031
DiscID_1/discoverIdDataOut_1[12]:C,13954
DiscID_1/discoverIdDataOut_1[12]:D,
DiscID_1/discoverIdDataOut_1[12]:Y,9137
MDTTop_1/un1_discoverIdDataOut_0_iv_4[4]:A,12859
MDTTop_1/un1_discoverIdDataOut_0_iv_4[4]:B,13966
MDTTop_1/un1_discoverIdDataOut_0_iv_4[4]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_4[4]:D,9941
MDTTop_1/un1_discoverIdDataOut_0_iv_4[4]:Y,9941
DATA_iobuf[7]/U0/U_IOOUTFF:A,2609
DATA_iobuf[7]/U0/U_IOOUTFF:Y,2609
Decode_1/un1_ExpA_CLK_i_m2:A,
Decode_1/un1_ExpA_CLK_i_m2:B,
Decode_1/un1_ExpA_CLK_i_m2:C,
Decode_1/un1_ExpA_CLK_i_m2:Y,
Quad_1/QuadXface_2/QL1[1]:CLK,14263
Quad_1/QuadXface_2/QL1[1]:D,15334
Quad_1/QuadXface_2/QL1[1]:Q,14263
Decode_1/FPGAAccess_i_i_a2:A,
Decode_1/FPGAAccess_i_i_a2:B,
Decode_1/FPGAAccess_i_i_a2:C,
Decode_1/FPGAAccess_i_i_a2:Y,
Quad_1/QuadXface_4/QuadCount_RNIH5R6E[14]:A,14088
Quad_1/QuadXface_4/QuadCount_RNIH5R6E[14]:B,10936
Quad_1/QuadXface_4/QuadCount_RNIH5R6E[14]:C,13890
Quad_1/QuadXface_4/QuadCount_RNIH5R6E[14]:FCI,10688
Quad_1/QuadXface_4/QuadCount_RNIH5R6E[14]:FCO,10688
Quad_1/QuadXface_4/QuadCount_RNIH5R6E[14]:S,10707
Decode_1/un141_data_i_4:A,12711
Decode_1/un141_data_i_4:B,11406
Decode_1/un141_data_i_4:C,12498
Decode_1/un141_data_i_4:D,12309
Decode_1/un141_data_i_4:Y,11406
Quad_1/QuadXface_4/HomeReg[3]:CLK,
Quad_1/QuadXface_4/HomeReg[3]:D,15287
Quad_1/QuadXface_4/HomeReg[3]:EN,15120
Quad_1/QuadXface_4/HomeReg[3]:Q,
Quad_1/QuadXface_3/Latch0Reg[12]:CLK,
Quad_1/QuadXface_3/Latch0Reg[12]:D,15287
Quad_1/QuadXface_3/Latch0Reg[12]:EN,13858
Quad_1/QuadXface_3/Latch0Reg[12]:Q,
DATA_iobuf[28]/U0/U_IOOUTFF:A,2423
DATA_iobuf[28]/U0/U_IOOUTFF:Y,2423
Quad_1/QuadXface_3/Latch0ArmedState[0]:CLK,13326
Quad_1/QuadXface_3/Latch0ArmedState[0]:D,-10978
Quad_1/QuadXface_3/Latch0ArmedState[0]:Q,13326
DIO8_1/d8DataOut_m2_2[13]:A,12113
DIO8_1/d8DataOut_m2_2[13]:B,10926
DIO8_1/d8DataOut_m2_2[13]:C,
DIO8_1/d8DataOut_m2_2[13]:D,
DIO8_1/d8DataOut_m2_2[13]:Y,10926
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_2:A,10796
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_2:B,10705
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_2:Y,10705
ExtADDR_ibuf[9]/U0/U_IOPAD:PAD,161
ExtADDR_ibuf[9]/U0/U_IOPAD:Y,161
DiscID_1/DiscCtrlID_1/M_Card_ID_LATCH_2_0_a2:A,13113
DiscID_1/DiscCtrlID_1/M_Card_ID_LATCH_2_0_a2:B,13077
DiscID_1/DiscCtrlID_1/M_Card_ID_LATCH_2_0_a2:C,10979
DiscID_1/DiscCtrlID_1/M_Card_ID_LATCH_2_0_a2:D,10773
DiscID_1/DiscCtrlID_1/M_Card_ID_LATCH_2_0_a2:Y,10773
ExpModLED_1/un18_shiftenable_0:A,14198
ExpModLED_1/un18_shiftenable_0:B,13620
ExpModLED_1/un18_shiftenable_0:C,10944
ExpModLED_1/un18_shiftenable_0:Y,10944
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[1]:A,14485
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[1]:B,14402
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[1]:C,11669
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[1]:D,9180
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[1]:Y,9180
ExpModLED_1/ShiftRegister2[4]:CLK,15334
ExpModLED_1/ShiftRegister2[4]:D,15334
ExpModLED_1/ShiftRegister2[4]:EN,10421
ExpModLED_1/ShiftRegister2[4]:Q,15334
ExpModLED_1/ShiftRegister2[4]:SLn,11310
Quad_1/QuadXface_3/QuadDataOut_1_ss0:A,10755
Quad_1/QuadXface_3/QuadDataOut_1_ss0:B,12956
Quad_1/QuadXface_3/QuadDataOut_1_ss0:C,10513
Quad_1/QuadXface_3/QuadDataOut_1_ss0:Y,10513
Quad_1/QuadXface_1/HomeReg[4]:CLK,
Quad_1/QuadXface_1/HomeReg[4]:D,15287
Quad_1/QuadXface_1/HomeReg[4]:EN,15120
Quad_1/QuadXface_1/HomeReg[4]:Q,
MDTTop_1/FallingA[1]:CLK,7001
MDTTop_1/FallingA[1]:D,6194
MDTTop_1/FallingA[1]:Q,7001
DIO8_1/d8DataOut_m5_1_0_wmux_0[2]:A,12656
DIO8_1/d8DataOut_m5_1_0_wmux_0[2]:B,13711
DIO8_1/d8DataOut_m5_1_0_wmux_0[2]:C,
DIO8_1/d8DataOut_m5_1_0_wmux_0[2]:D,
DIO8_1/d8DataOut_m5_1_0_wmux_0[2]:FCI,
DIO8_1/d8DataOut_m5_1_0_wmux_0[2]:Y,12656
CtrlOut_1/StateMachine.M_OUT_CONTROL_3_iv_i:A,14248
CtrlOut_1/StateMachine.M_OUT_CONTROL_3_iv_i:B,14196
CtrlOut_1/StateMachine.M_OUT_CONTROL_3_iv_i:C,14176
CtrlOut_1/StateMachine.M_OUT_CONTROL_3_iv_i:D,12699
CtrlOut_1/StateMachine.M_OUT_CONTROL_3_iv_i:Y,12699
LatCnt_1/LatencyCounter_s[31]:B,5736
LatCnt_1/LatencyCounter_s[31]:FCI,5176
LatCnt_1/LatencyCounter_s[31]:S,5176
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_29:C,7995
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_29:IPC,7995
MDTTop_1/CountRA_cry[8]:B,5602
MDTTop_1/CountRA_cry[8]:FCI,5442
MDTTop_1/CountRA_cry[8]:FCO,5442
MDTTop_1/CountRA_cry[8]:S,5613
Quad_1/QuadXface_3/Latch1ArmedState_1[0]:A,-10978
Quad_1/QuadXface_3/Latch1ArmedState_1[0]:B,-3806
Quad_1/QuadXface_3/Latch1ArmedState_1[0]:C,14188
Quad_1/QuadXface_3/Latch1ArmedState_1[0]:D,
Quad_1/QuadXface_3/Latch1ArmedState_1[0]:Y,-10978
MDTTop_1/un1_discoverIdDataOut_0_iv_10[13]:A,7136
MDTTop_1/un1_discoverIdDataOut_0_iv_10[13]:B,
MDTTop_1/un1_discoverIdDataOut_0_iv_10[13]:C,3835
MDTTop_1/un1_discoverIdDataOut_0_iv_10[13]:D,9494
MDTTop_1/un1_discoverIdDataOut_0_iv_10[13]:Y,3835
DiscID_1/discoverIdDataOut_1_1[14]:A,13870
DiscID_1/discoverIdDataOut_1_1[14]:B,13742
DiscID_1/discoverIdDataOut_1_1[14]:C,9941
DiscID_1/discoverIdDataOut_1_1[14]:D,
DiscID_1/discoverIdDataOut_1_1[14]:Y,9941
Quad_1/QuadXface_1/QuadDataOut_1[8]:A,13418
Quad_1/QuadXface_1/QuadDataOut_1[8]:B,12379
Quad_1/QuadXface_1/QuadDataOut_1[8]:C,13303
Quad_1/QuadXface_1/QuadDataOut_1[8]:D,13148
Quad_1/QuadXface_1/QuadDataOut_1[8]:Y,12379
CtrlOut_1/ShiftRegister[0]:CLK,14235
CtrlOut_1/ShiftRegister[0]:D,13020
CtrlOut_1/ShiftRegister[0]:EN,12700
CtrlOut_1/ShiftRegister[0]:Q,14235
SerMemInt_1/MemoryAddress[2]:CLK,5161
SerMemInt_1/MemoryAddress[2]:D,
SerMemInt_1/MemoryAddress[2]:EN,
SerMemInt_1/MemoryAddress[2]:Q,5161
DiscID_1/DiscExpID_1/ExpansionID2_1[15]:CLK,-11716
DiscID_1/DiscExpID_1/ExpansionID2_1[15]:D,15310
DiscID_1/DiscExpID_1/ExpansionID2_1[15]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID2_1[15]:Q,-11716
Analog_1/DataBuf_1/AddrBank0_0_a2_2[3]:A,
Analog_1/DataBuf_1/AddrBank0_0_a2_2[3]:B,
Analog_1/DataBuf_1/AddrBank0_0_a2_2[3]:C,
Analog_1/DataBuf_1/AddrBank0_0_a2_2[3]:Y,
MDTTop_2/MDTPosition_Z[0]:CLK,
MDTTop_2/MDTPosition_Z[0]:D,5882
MDTTop_2/MDTPosition_Z[0]:EN,5602
MDTTop_2/MDTPosition_Z[0]:Q,
Quad_1/QuadXface_1/QuadDataOut_1[3]:A,14725
Quad_1/QuadXface_1/QuadDataOut_1[3]:B,13686
Quad_1/QuadXface_1/QuadDataOut_1[3]:C,14610
Quad_1/QuadXface_1/QuadDataOut_1[3]:D,14455
Quad_1/QuadXface_1/QuadDataOut_1[3]:Y,13686
SerMemInt_1/DataBuffer[1]:CLK,6170
SerMemInt_1/DataBuffer[1]:D,
SerMemInt_1/DataBuffer[1]:EN,
SerMemInt_1/DataBuffer[1]:Q,6170
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[3]:A,14485
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[3]:B,14402
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[3]:C,11669
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[3]:D,9180
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2_2[3]:Y,9180
Analog_1/DataBuf_1/WritePointer[2]:CLK,14091
Analog_1/DataBuf_1/WritePointer[2]:D,11639
Analog_1/DataBuf_1/WritePointer[2]:Q,14091
Analog_1/DataBuf_1/WritePointer[2]:SLn,11847
Quad_1/QuadXface_4/HomeTriggerType[1]:CLK,14341
Quad_1/QuadXface_4/HomeTriggerType[1]:D,
Quad_1/QuadXface_4/HomeTriggerType[1]:EN,-9981
Quad_1/QuadXface_4/HomeTriggerType[1]:Q,14341
SSITop_1/un11_delaycounter_0_I_21:A,13085
SSITop_1/un11_delaycounter_0_I_21:B,11685
SSITop_1/un11_delaycounter_0_I_21:C,11595
SSITop_1/un11_delaycounter_0_I_21:D,12690
SSITop_1/un11_delaycounter_0_I_21:FCI,11476
SSITop_1/un11_delaycounter_0_I_21:FCO,11476
Quad_1/QuadXface_3/QuadDataOut_1_m2[7]:A,14440
Quad_1/QuadXface_3/QuadDataOut_1_m2[7]:B,14299
Quad_1/QuadXface_3/QuadDataOut_1_m2[7]:C,13190
Quad_1/QuadXface_3/QuadDataOut_1_m2[7]:D,
Quad_1/QuadXface_3/QuadDataOut_1_m2[7]:Y,13190
Quad_1/QuadXface_1/QL0[0]:CLK,15334
Quad_1/QuadXface_1/QL0[0]:D,9523
Quad_1/QuadXface_1/QL0[0]:Q,15334
SSITop_2/HalfPeriod[5]:CLK,14505
SSITop_2/HalfPeriod[5]:D,
SSITop_2/HalfPeriod[5]:EN,-7666
SSITop_2/HalfPeriod[5]:Q,14505
MDTTop_2/CountRA[15]:CLK,5735
MDTTop_2/CountRA[15]:D,5480
MDTTop_2/CountRA[15]:EN,5496
MDTTop_2/CountRA[15]:Q,5735
MDTTop_2/CountRA[15]:SLn,6387
DiscID_1/DiscCtrlID_1/State_RNO[2]:A,14302
DiscID_1/DiscCtrlID_1/State_RNO[2]:B,14219
DiscID_1/DiscCtrlID_1/State_RNO[2]:C,13151
DiscID_1/DiscCtrlID_1/State_RNO[2]:D,13507
DiscID_1/DiscCtrlID_1/State_RNO[2]:Y,13151
MDTTop_2/MDTPosition_Z[10]:CLK,
MDTTop_2/MDTPosition_Z[10]:D,5608
MDTTop_2/MDTPosition_Z[10]:EN,5602
MDTTop_2/MDTPosition_Z[10]:Q,
Quad_1/QuadXface_1/QuadLatch[6]:CLK,
Quad_1/QuadXface_1/QuadLatch[6]:D,15287
Quad_1/QuadXface_1/QuadLatch[6]:EN,12103
Quad_1/QuadXface_1/QuadLatch[6]:Q,
DIO8_1/d8DataOut_m5_1_0_wmux[5]:A,11520
DIO8_1/d8DataOut_m5_1_0_wmux[5]:B,11420
DIO8_1/d8DataOut_m5_1_0_wmux[5]:C,
DIO8_1/d8DataOut_m5_1_0_wmux[5]:D,
DIO8_1/d8DataOut_m5_1_0_wmux[5]:FCO,
DIO8_1/d8DataOut_m5_1_0_wmux[5]:Y,11420
SSITop_2/CycleCounter[1]:CLK,12775
SSITop_2/CycleCounter[1]:D,12812
SSITop_2/CycleCounter[1]:EN,13853
SSITop_2/CycleCounter[1]:Q,12775
SSITop_2/ssiDataOut_0[10]:A,15083
SSITop_2/ssiDataOut_0[10]:B,
SSITop_2/ssiDataOut_0[10]:C,
SSITop_2/ssiDataOut_0[10]:Y,15083
Quad_1/QuadXface_5/QuadDataOut_1_18:A,14761
Quad_1/QuadXface_5/QuadDataOut_1_18:B,
Quad_1/QuadXface_5/QuadDataOut_1_18:Y,14761
ClkCtrl_1/clk_1/Clock_Gen_0/CLK1_PAD_INST/U_IOINFF:A,
ClkCtrl_1/clk_1/Clock_Gen_0/CLK1_PAD_INST/U_IOINFF:Y,
Analog_1/Ser2Par_1/S2P_Data_3[1]:A,13188
Analog_1/Ser2Par_1/S2P_Data_3[1]:B,13097
Analog_1/Ser2Par_1/S2P_Data_3[1]:C,11342
Analog_1/Ser2Par_1/S2P_Data_3[1]:Y,11342
Decode_1/un3_cpuledread_0_a2_0_RNIC6QB6:A,15068
Decode_1/un3_cpuledread_0_a2_0_RNIC6QB6:B,17481
Decode_1/un3_cpuledread_0_a2_0_RNIC6QB6:Y,15068
Analog_1/StateMach_1/InterConversionDelayCNTR_RNIMJHQ3[4]:B,13969
Analog_1/StateMach_1/InterConversionDelayCNTR_RNIMJHQ3[4]:C,9545
Analog_1/StateMach_1/InterConversionDelayCNTR_RNIMJHQ3[4]:FCI,9477
Analog_1/StateMach_1/InterConversionDelayCNTR_RNIMJHQ3[4]:FCO,9477
Analog_1/StateMach_1/InterConversionDelayCNTR_RNIMJHQ3[4]:S,9579
DIO8_1/d8DataOut_m2_2[16]:A,12324
DIO8_1/d8DataOut_m2_2[16]:B,11137
DIO8_1/d8DataOut_m2_2[16]:C,
DIO8_1/d8DataOut_m2_2[16]:D,
DIO8_1/d8DataOut_m2_2[16]:Y,11137
Quad_1/QuadXface_6/QuadDataOut_1_9:A,
Quad_1/QuadXface_6/QuadDataOut_1_9:B,16486
Quad_1/QuadXface_6/QuadDataOut_1_9:C,16396
Quad_1/QuadXface_6/QuadDataOut_1_9:Y,16396
Quad_1/QuadXface_1/Latch0Reg[10]:CLK,
Quad_1/QuadXface_1/Latch0Reg[10]:D,15287
Quad_1/QuadXface_1/Latch0Reg[10]:EN,13858
Quad_1/QuadXface_1/Latch0Reg[10]:Q,
MDTTop_1/un1_discoverIdDataOut_0_iv_4[14]:A,12950
MDTTop_1/un1_discoverIdDataOut_0_iv_4[14]:B,
MDTTop_1/un1_discoverIdDataOut_0_iv_4[14]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_4[14]:D,8098
MDTTop_1/un1_discoverIdDataOut_0_iv_4[14]:Y,8098
Decode_1/MDT_SSIStatusRead0_0_a2:A,
Decode_1/MDT_SSIStatusRead0_0_a2:B,3157
Decode_1/MDT_SSIStatusRead0_0_a2:Y,3157
DIO8_1/d8DataOut_m2_2[30]:A,13511
DIO8_1/d8DataOut_m2_2[30]:B,12324
DIO8_1/d8DataOut_m2_2[30]:C,
DIO8_1/d8DataOut_m2_2[30]:D,
DIO8_1/d8DataOut_m2_2[30]:Y,12324
Quad_1/QuadXface_3/QuadCount_RNIVNRG3[3]:A,13933
Quad_1/QuadXface_3/QuadCount_RNIVNRG3[3]:B,10745
Quad_1/QuadXface_3/QuadCount_RNIVNRG3[3]:C,13727
Quad_1/QuadXface_3/QuadCount_RNIVNRG3[3]:FCI,10688
Quad_1/QuadXface_3/QuadCount_RNIVNRG3[3]:FCO,10688
Quad_1/QuadXface_3/QuadCount_RNIVNRG3[3]:S,10910
ExpSigRoute_4/ExpQ1_A:A,9516
ExpSigRoute_4/ExpQ1_A:B,
ExpSigRoute_4/ExpQ1_A:Y,9516
Quad_1/QuadXface_5/HomePolarity:CLK,
Quad_1/QuadXface_5/HomePolarity:D,
Quad_1/QuadXface_5/HomePolarity:EN,-7429
Quad_1/QuadXface_5/HomePolarity:Q,
Quad_1/QuadXface_2/QA[2]:CLK,-3629
Quad_1/QuadXface_2/QA[2]:D,15318
Quad_1/QuadXface_2/QA[2]:Q,-3629
DiscID_1/discoverIdDataOut_1_1[5]:A,13923
DiscID_1/discoverIdDataOut_1_1[5]:B,13795
DiscID_1/discoverIdDataOut_1_1[5]:C,9994
DiscID_1/discoverIdDataOut_1_1[5]:D,
DiscID_1/discoverIdDataOut_1_1[5]:Y,9994
MDTTop_1/DataValid_0:A,4893
MDTTop_1/DataValid_0:B,4787
MDTTop_1/DataValid_0:C,4556
MDTTop_1/DataValid_0:Y,4556
DIO8_1/d8DataOut_m2[10]:A,13299
DIO8_1/d8DataOut_m2[10]:B,12241
DIO8_1/d8DataOut_m2[10]:C,11046
DIO8_1/d8DataOut_m2[10]:D,
DIO8_1/d8DataOut_m2[10]:Y,11046
Quad_1/QuadXface_2/FallingLatch0:CLK,12964
Quad_1/QuadXface_2/FallingLatch0:D,14227
Quad_1/QuadXface_2/FallingLatch0:Q,12964
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[10]:A,4677
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[10]:B,14889
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[10]:C,13776
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[10]:D,13282
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[10]:Y,4677
Quad_1/QuadXface_6/un1_registrationx_1[0]:A,15604
Quad_1/QuadXface_6/un1_registrationx_1[0]:B,
Quad_1/QuadXface_6/un1_registrationx_1[0]:C,
Quad_1/QuadXface_6/un1_registrationx_1[0]:Y,15604
Quad_1/QuadXface_1/LatchedDec_RNI5DJQ:B,10706
Quad_1/QuadXface_1/LatchedDec_RNI5DJQ:C,13782
Quad_1/QuadXface_1/LatchedDec_RNI5DJQ:D,13355
Quad_1/QuadXface_1/LatchedDec_RNI5DJQ:FCO,10706
MDTTop_1/RisingB[3]:CLK,2869
MDTTop_1/RisingB[3]:D,7002
MDTTop_1/RisingB[3]:Q,2869
ExpSigRoute_3/ExpQ1_Reg_i:A,
ExpSigRoute_3/ExpQ1_Reg_i:B,
ExpSigRoute_3/ExpQ1_Reg_i:Y,
Quad_1/QuadXface_2/QuadDataOut_1_m2[3]:A,14575
Quad_1/QuadXface_2/QuadDataOut_1_m2[3]:B,14568
Quad_1/QuadXface_2/QuadDataOut_1_m2[3]:C,13325
Quad_1/QuadXface_2/QuadDataOut_1_m2[3]:D,
Quad_1/QuadXface_2/QuadDataOut_1_m2[3]:Y,13325
ExpModLED_1/expLedDataOut_1_m4_2[2]:A,15320
ExpModLED_1/expLedDataOut_1_m4_2[2]:B,17498
ExpModLED_1/expLedDataOut_1_m4_2[2]:C,
ExpModLED_1/expLedDataOut_1_m4_2[2]:Y,15320
LatCnt_1/LatencyCounter[15]:CLK,5469
LatCnt_1/LatencyCounter[15]:D,5480
LatCnt_1/LatencyCounter[15]:EN,-6247
LatCnt_1/LatencyCounter[15]:Q,5469
LatCnt_1/LatencyCounter[15]:SLn,-5250
Quad_1/QuadXface_5/PostCount:CLK,-2443
Quad_1/QuadXface_5/PostCount:D,14235
Quad_1/QuadXface_5/PostCount:EN,12128
Quad_1/QuadXface_5/PostCount:Q,-2443
ExpModLED_1/ShiftRegister1_RNO[0]:A,15635
ExpModLED_1/ShiftRegister1_RNO[0]:B,15552
ExpModLED_1/ShiftRegister1_RNO[0]:C,12819
ExpModLED_1/ShiftRegister1_RNO[0]:D,10330
ExpModLED_1/ShiftRegister1_RNO[0]:Y,10330
Decode_1/un1_exp1quadledstatusread_0_a2_0:A,10428
Decode_1/un1_exp1quadledstatusread_0_a2_0:B,10276
Decode_1/un1_exp1quadledstatusread_0_a2_0:C,-12353
Decode_1/un1_exp1quadledstatusread_0_a2_0:Y,-12353
MDTTop_1/CountRA_RNO[0]:A,5930
MDTTop_1/CountRA_RNO[0]:Y,5930
MDTTop_1/un1_discoverIdDataOut_0_iv_14[16]:A,1689
MDTTop_1/un1_discoverIdDataOut_0_iv_14[16]:B,5800
MDTTop_1/un1_discoverIdDataOut_0_iv_14[16]:C,11137
MDTTop_1/un1_discoverIdDataOut_0_iv_14[16]:D,7871
MDTTop_1/un1_discoverIdDataOut_0_iv_14[16]:Y,1689
DiscID_1/DiscCtrlID_1/ControlID_1[2]:ALn,13503
DiscID_1/DiscCtrlID_1/ControlID_1[2]:CLK,15326
DiscID_1/DiscCtrlID_1/ControlID_1[2]:D,15326
DiscID_1/DiscCtrlID_1/ControlID_1[2]:EN,13595
